,id,text,label,subtask_b,subtask_c
7588,21376,toad one top nobama best described maga trump url,0,,
7589,87273,like missing lmao bitter ignored yet ignoring thats like hard message,0,,
7590,84538,maga durbin must participated tesla podcast think huesseins administration scandal free durbin thinks gun control works chicago also rahmemanuel chicagopd,0,,
7591,93133,colin dick would sell quick,1,TIN,IND
7592,96063,thats right walkawayfromdemocrats voteredtosaveamerica votered mcga maga,0,,
7593,75167,ugh put antifa mask back scare children,0,,
7594,75791,get inner cities iechicago policies promote job growth nuclearfamily returns lack one daily killings gun control issue twill,1,TIN,IND
7595,37729,awesome course left think differently cares great,0,,
7596,92720,tears joy,0,,
7597,92000,full,0,,
7598,63028,poet dont ask knoweth,0,,
7599,44162,nearly half trillion dollars already repatriated coming url tcot maga rednationrising,0,,
7600,48717,remember people make stories dont ask fbi investigate stories kag maga kavanaughaccuser,0,,
7601,43384,conservatives understand grammar,0,,
7602,89738,time take twt anyone team ounce guts,0,,
7603,98644,new gun control laws term limits eliminate lifetime salaries politicians medical benefits federal employee federal holiday election days review presidential powers pardon,0,,
7604,88126,thing aint disputing nation problems never however say someone likely die earlier botswana anywhere world reach thats felt exaggerating,0,,
7605,75943,hard believe remember cute first daughter white house voted dad twice true force good thank,0,,
7606,20399,ive met neither dull hand,0,,
7607,68120,eat child wild,0,,
7608,92033,lol thinks girlfriend antifa infiltrator,0,,
7609,21767,didnt pay money accounts stuff stranger everything obsession sonic hope dies,1,TIN,IND
7610,97985,anywhere really asking see slimshady everywhere lol thegreatawakening qanon maga time wake thestorm wwgwga jesusisback godisgreat url,0,,
7611,88855,whens next meeting,0,,
7612,86850,maganificient patriots please,0,,
7613,61361,think say disagree bernie military spending find record gun control troubling still support,0,,
7614,34518,keep telling lie ppl belong antifakkk supporting supporting statues staying goingdems love repeating lies nothing else repeat hands dont shoot probably,0,,
7615,95937,listened liberals democrats bedbuddies msm demand transparency well get yuge scoop transparency like said start thread careful wish end url,1,TIN,IND
7616,16162,want maga stop intellectual property theft china pivot away china give business asia countries ask business move countries tax reciprocally make look weak demolish south china sea crook,1,TIN,IND
7617,49345,omghe sex legs,1,TIN,OTH
7618,33337,called fds otherwise commonly known getting way antifa members hard work,0,,
7619,29687,woooow awesome url,0,,
7620,61775,main muckspreader surprised various twists turns fake novichok stories url,0,,
7621,95645,weird way debate section reminds gun control debate laws allow people guns designed kill people yet shocked guns used kill people assumed would restrain,1,UNT,
7622,30523,evil must stopped major part swamp maga wwgwga draintheswamp qanons downwithgovernmentcorrruption,0,,
7623,13485,thousands gun control laws ones arent sensible enough,0,,
7624,58468,wow sweet,0,,
7625,32303,meanwhile greatest economy ever jobs blacks hispanics history kicking ass illegals deported daily back table denuclearizing trump draining corruption doj fbi outfrickingstanding maga url,1,UNT,
7626,12796,pls take look signing gordon deep threat goodwin hurt need come play grop,1,TIN,IND
7627,36781,reasonable gun control use hands,0,,
7628,40813,waiting mean ass florence gonna ack,1,TIN,GRP
7629,53866,heshe lying also claiming didnt know dating look old tweets see arguing careeeema saying theyre dating plus tom careful hold hands public,0,,
7630,72162,low piece human trash going away nobody cares wack job say constantly faces thinks trump acted despicably call going live television telling people attack conservatives,1,TIN,IND
7631,35355,rich liberals,0,,
7632,60080,dont worry fellow antifa resist member made excellent plan stop russian influence good call general plan ost invade russias western border three different army groups cleansing population way moscow,0,,
7633,53781,anyone supports gun control racist like shannon twatts,1,TIN,GRP
7634,96110,,0,,
7635,54858,industry stands spreadsheets care human side,1,TIN,IND
7636,59064,lol antifa republicans year didnt care betsy devos,0,,
7637,61374,demorats hold conservativesampgop higher standard hold,0,,
7638,77500,love ong seongwu bsc reason smile tears precious human earth ongly one brighten mood cry bcs poor cant afford spend much thats encourage better life bcs,0,,
7639,45925,yes like going plastic bags could get way uni credit austerity even back promise cut tax self employed,0,,
7640,22280,yes democrats liberals continue sabotage november elections would intelligent thing say million veterans url,0,,
7641,55150,antifa church,0,,
7642,44318,anxiety fucking sucks,1,UNT,
7643,19659,dolt youve become another nail hammer trump,1,TIN,IND
7644,69284,schmooze communist putin helsinki like daddy maga url,1,TIN,IND
7645,81801,dont support gun control support says shall infringed read history find part reason,1,TIN,GRP
7646,76865,wench something must spout drivel wanna bet someone gives beating first lets see parking lot one else around black women much better find white people much brighter,1,TIN,IND
7647,23241,another elitist touch patriotic americans,1,UNT,
7648,56974,deplorable dregs society says publicexecutions make criminals think harder politicians maga wwgwga qanon draintheswamp drainthedeepstate,1,TIN,GRP
7649,26843,absolutely right propose another referendum power amp negotiating make brexit work belongs cant call general election labour ready url,0,,
7650,93012,tana supporters saying innocent tana url,0,,
7651,19145,glad worked hard shame physical dementia thing may simples understand talk write cannot clearly,1,TIN,IND
7652,96625,hes another jerk,0,,
7653,14310,war free speech antifa high tech,0,,
7654,26815,yea cuz mushroom penis syndrome definitely impeachable offense maga,1,UNT,
7655,27997,croatian presidents bikini photos worlds hottest president ever url,0,,
7656,29510,look mirror lefties bigger bullies antifa progressive leftist trying get faces right,1,TIN,GRP
7657,57970,going take several seats comes kyle,0,,
7658,65961,fine hes gods prophet imagine nowadays yes officer fuck elementary student fine god said could,0,,
7659,63428,announced espn,0,,
7660,20868,substantial rape charges never investigated anitahill saying judge kavanaugh burden turning law innocent proven guilty head conservatives must put end side show come unglued,0,,
7661,95429,nothing isolating others quite hilarious watch also around idea anonymous years ago would know general resistance dont support senseless violence actually fought antifa like,0,,
7662,48006,canada stands behind governments negotiations pseudo dictator weak conservatives usual backbone,0,,
7663,89868,saying niggas say boycotting nike military racist military fuck nike,1,TIN,OTH
7664,38643,doubtful hes one least hateful people planet maybe youre looking mirror,0,,
7665,41255,jesus,0,,
7666,46162,war right antifa,0,,
7667,49578,year mandatory minimum crime committed gun substantially reduce violence put end gun control babble politicians support dont care ask theyre politicians first termlimits url,0,,
7668,75915,gateway pundit news judicial committee chair grassley goes feinstein says refused join call far left accuser url maga prolife,0,,
7669,90956,clearly weather person worst conditions due tomorrow,0,,
7670,47926,always lier,1,TIN,IND
7671,55041,shaking answering question clearly comfortable onpoli,0,,
7672,32946,blind man fash antifa needs thrash beating blind guys top,0,,
7673,81968,compromising active investigation sounds like obstruction justice,0,,
7674,21440,yeah thats antifa dresses like isis,0,,
7675,55116,said things liberals say president trump deporting immigrants hes trying deport people sneak country amp follow rules come come way criminal turn cnn amp try another point view,1,TIN,GRP
7676,95031,call gun control oregon prohibited state federal level,0,,
7677,25995,labour cant commit ruling second referendum trying people pleaser amp win every possible vote could get positioning either way like would well voters conservatives bbcqt brexit,0,,
7678,10094,night club partiers slaughtered oregon caliber universal carbine nra calls gun control research unethical,0,,
7679,29505,conservatives ever stop catering fringe groups address issues majority canadians deal every white hunter could vote conservative twice youd still loose need real option liberals,0,,
7680,85241,also means treacherous actions seriously offend voted leave four pillars corrupt chuckmay chuckchequers bojopm,0,,
7681,42872,hillary logic talk classic oxymoron professor sounds like teaching poly sci evergreet college,0,,
7682,65656,better job could,0,,
7683,68408,confidence rigged,0,,
7684,83952,liberals philosophy guilty proven innocent,0,,
7685,96547,buy antifa shirt wal mart lumpenprole,1,TIN,IND
7686,75046,babies arent future men suppose ripping limbs sucking dead bodies putting trash thats sorta thing,1,TIN,IND
7687,64197,antifa caught guard getting confronted last person ever wanted answer url url,0,,
7688,55085,obama preach gun control arm drug cartels mexico advocate open borders piece shit worth obama,1,TIN,IND
7689,81738,wrong percent time bed laying suntanning summer long bland like dry piece toast carry,1,TIN,IND
7690,46849,hero url,1,UNT,
7691,70014,tuned emmys last night watched whole seconds celebrity never heard started talking platform click liberals ruin everything,1,TIN,GRP
7692,40610,democrats leadership silent violence republicans reason explains response antifa encouraging,0,,
7693,36866,conservative happened party lost plot,0,,
7694,45549,read comment women saying didnt come slavery choice wearing maga hats talking trump,0,,
7695,90201,going voted november hateful party toast,0,,
7696,93623,always victimsame song dance,0,,
7697,76858,rumbling thats starting bubble dems arent listening theyre barrelling mistake dems seriously need stop listen rage building like ive never seen silence conservatives republicans becoming deafening dems need listen,0,,
7698,21525,dog shit,1,UNT,
7699,32689,also still behind,0,,
7700,53549,oakland line sucks,1,TIN,OTH
7701,69656,nigga prob made infertile god knows germs brought back,1,TIN,IND
7702,90092,nah see sideline burst sunday first player cares stats dont need,0,,
7703,69494,also time conservatives forget ignore,0,,
7704,78943,unhinged liberals scared wont able murder babies demanding normal rational people common sense see fake accusation stall,1,TIN,GRP
7705,75113,wrong,0,,
7706,33043,whats next hooper retconned pedophile grover becomes trans barkley neutered big bird put meds stop seeing snuffy oscar shoots heroin elmo member church satan telly joins antifa zoe abortion kermit labeled hate symbol splc url,0,,
7707,45574,another blm brat blocking highway antifa thug swinging bike lock comes another screamer gallery except childish scoundrel screamed raped sat middle room stuck thumb mouth whined prove wrong,1,TIN,IND
7708,95833,wow like lady amp fighter amp blessing,0,,
7709,73651,shot killedfriday chicagos strictest gun control city shootings url chicagos weekend death injury count,0,,
7710,48871,plenty conservatives work afraid share racism hate democrats sickening,1,TIN,GRP
7711,92076,like antifa,0,,
7712,55266,youre welcome bob hope excellent wednesday,0,,
7713,52325,glad see another nfl owner read constitution unlike crybabies fussing peaceful protests freedomofexpression freedomofexpression still alive thats one reasons america great,0,,
7714,34986,fuck ass fuck although conservatives fucking ass right,1,TIN,IND
7715,70212,want bunker one day invited antiantifa,0,,
7716,80581,leftist activist biased stop judge cavanaugh need draw picture,0,,
7717,23691,done obama,0,,
7718,91170,gas bro,0,,
7719,95811,irony alert didnt thatcher sell council house stock trying replace joke people,0,,
7720,77307,seeing contents post one pleased legislation regard gun control hand legislation need improved support mental aid individual sectioned,1,TIN,GRP
7721,26981,well liberals finally destroyed sesame street whats left,0,,
7722,81786,probably shutdown website death threats votes yes shell likely get lots support maga voters,1,TIN,GRP
7723,86718,fortunately rest america swamp washington washington worst place decide whats good america,1,TIN,OTH
7724,27151,betting ityou dont choice,0,,
7725,74407,exactly incredibly talked excited see weekly shes brilliant,0,,
7726,18939,logo looks awful lot like antifa flag communists flags coincidence much,0,,
7727,91312,hilarious,0,,
7728,34640,democrats continue say rapist democrats say republicans allow rapist president isnt unscathed,1,TIN,GRP
7729,31844,god never worrys powerful,0,,
7730,34118,thank greatest president time maga,0,,
7731,10767,maga hat would make pic legit,0,,
7732,37532,goddamn right sides heard want truth kavanaugh republicans better put party country,0,,
7733,78177,americans say nation wrong track url url,0,,
7734,63497,cant believe luigi fucking died,1,TIN,IND
7735,13121,farmer thay grows stuff make canola land olakes refuses dilute pure buttermaybe,0,,
7736,32596,dont entertain shit,1,UNT,
7737,85413,right,0,,
7738,38109,fuck gain posting private instead public,0,,
7739,67572,cute,0,,
7740,21059,white liberals like colored ilk easily worse bigots nothing coward victimhood enabler wants keep kind impoverished via welfare identity politics thank god people seeing evil,1,TIN,IND
7741,32143,max boss conservatives shouldnt made weak dud leader wouldnt happened scheer tries cater left wing crazies freedom speech coward takes positions trudeau nafta,1,TIN,IND
7742,26305,mdzs day character deserves love wen ning beautiful innocent person deserves love world personality adorable gives need protect adopt url,0,,
7743,74252,hello ate soup tired love,0,,
7744,81249,need away one wants see media advocating gun control unseemly,1,TIN,IND
7745,49768,snack making steak later lol,0,,
7746,93277,bigbosstamil looks like janani figured going win focusing ending game dignity finesse seems resigned much enthusiasm anything anyone feel way,0,,
7747,56208,lips gods ears antonio part lets hope conservatives part stay vigilant polls dems desperate fraud,1,TIN,IND
7748,19000,haha true sad doesnt need validation let followers keep spreading hate truth,0,,
7749,64027,organized resistance leaking campaign state dept derail maga agenda url via,0,,
7750,16608,gold coins shes cute diamond blue palm trees visionary probably fave production far fave gold coins everywheh,0,,
7751,77672,obama holder cops getting killed year hated law enforcement encouraged civil unrest,1,TIN,IND
7752,78556,gun control scientists disgrace license publish revoked,1,TIN,GRP
7753,32097,hes dumb ass,1,TIN,IND
7754,15789,man fine,0,,
7755,33570,governor state next,0,,
7756,17536,funny thinks soooo importantnot,0,,
7757,80148,president trump god gave miracle,0,,
7758,55940,please bitch get popped end lump like dumb ass sister,1,TIN,IND
7759,84924,russ fuckindead,0,,
7760,38859,give rest rice eater maga url,0,,
7761,85636,wonder ground seen kaiser would went got idgaf worried body building,0,,
7762,65686,dont trust,0,,
7763,34708,willie lost half fans getting involved politics fan cannot believe support open borders gun control smoked much dope guess beta common url,1,TIN,IND
7764,48089,veteran army supported different presidents different periods life gonna sit back watch one man disgrace america like happy support cause good country usa voteblueandbringafriend,0,,
7765,67851,antifa slim obsessed trump,0,,
7766,19340,dubious mortgages lol mean ninja loans subprime borrowers banks forced provide democrats liberals citing providing racist discriminating people dont job cmos derivative subprime problem,1,TIN,IND
7767,19727,tina thank president trump maga url,0,,
7768,10582,please could author brill article something rescue brexit remainiac enslave forever unelected commsion federal fanatics plus conservatives say farewell gov least yrs could trust tories,0,,
7769,16822,wemarchforourlives enoughisenoughwhat say need solves guns special usa fall election focused electing actual gun controldump old dnc gop empowerment action url,0,,
7770,87269,govt non announcements consistant affordable policy labour conservatives decades designed soundbite immediate resource required never likely ever implemented propoganda sadly desired effect,1,UNT,
7771,71084,theres saying eat aint wanna loose chicken wanna loose daddy,0,,
7772,55794,fake news right mind would along nut,1,TIN,IND
7773,90595,meme got driving mrs feinstein chinese chinesespy california wethepeople draintheswamp justice clintonemails maga wwgwga californiawildfires redpill factsmatter factsonly makecaliforniagreatagain kag dnc liberallogic truth msm facts url,0,,
7774,57622,standard trudeau liberals emotional manipulation canadians think canadians stupid,1,TIN,GRP
7775,39339,tuesdaythoughts got gut feeling twitter gunsights government president trump antitrust violations censoring shaddowbanning conservatives watch big news coming soon,0,,
7776,44526,leaders must much gun control overall protect young people,0,,
7777,57816,without prior existence fascism antifa would raison detre end fascism antifa goes away,0,,
7778,57027,empathy regrets may badineffective president way presidential trump could ever hope,1,TIN,IND
7779,15058,energy independenceits thank,0,,
7780,43068,pic god batman superman trailer awesome pic god bvs awesome pic dont like bvs call shit movie well bitch pic zack fired henry left ben leaving,1,TIN,IND
7781,42064,believe one step worse according experts sociopath malignant narcissist,1,UNT,
7782,49204,aaron rodgers never win ring rest sad ass career hope regular season heroics cause thats good nice day,1,TIN,IND
7783,42797,would better call themfaux liberalsfox liberals word liberal bad moral philosophy amp dont want word tainted people dont know actual definition look word feminism society changed meaning something negative,0,,
7784,27877,becoming unhinged game,0,,
7785,90104,pearl bhaiya amazing,0,,
7786,10528,people change time president change stance gun control first campaign perhaps kaepernick embraced issue read history subject history dont seem acknowledge,0,,
7787,92835,good bit miss guided follow guy seems like idiot amp crock think perfect even though multiple investigations disagree still looking better role model america cya,1,TIN,IND
7788,55037,lol correct,0,,
7789,94038,offers different view liberals outnumber conservatives universities url url,0,,
7790,35878,fuck dont start working man steel sequel soon whole dceu irreversibly shit,1,TIN,IND
7791,70467,hmm thats biblical may want ask god right pretty sure youre supposed get church people dont care around persecution,0,,
7792,53003,gonna get antifa idiots shot fast dont even realize gun owners usually really aware whats going around,1,TIN,GRP
7793,93937,favorite play genocide path mass murderer real life,1,TIN,IND
7794,32846,think knows going lose anyway nothing lose battle like suicide bomber think tactically unfortunately lie stay news,1,TIN,OTH
7795,40951,agree antifa nutjobs arrested start trouble,1,TIN,GRP
7796,86258,case anyone missed maga trump url,0,,
7797,82256,prepared say dont remember time liberals believe,1,TIN,GRP
7798,45715,planned parenthood provides millions contraception thereby eliminating unplanned pregnancy unplanned pregnancy doesnt potentially result abortion conservatives possess critical thinking skills whatsoever,0,,
7799,12795,gun control enough enough,1,UNT,
7800,37008,gotta prove world bale,0,,
7801,52613,conservatives try preserve institutions young people constantly trying destroy aging left brainwash taking action young people conception sense maintaining effective systems connected destructive impuse,0,,
7802,96446,head switch nike gun control url,0,,
7803,62079,lost soul father fked real good,1,TIN,IND
7804,29704,sorry hear chris big part family admire fight strength battle disease words express sorry dealing als truly hope cure found one day,0,,
7805,55641,liberal dictionary illegal immigrants dreamers trump supporters deplorables killers human beings human beings womb human beings antifa protestors law abiding nra membbbqers terrorists bill clinton feminist brett kavanaugh predator,0,,
7806,58269,good example democrat gun control url,0,,
7807,84693,nuts,1,TIN,IND
7808,63759,whos talking sense ill follow industry expert listentoindustry,0,,
7809,26590,every comedian suddenly die,0,,
7810,99477,hopefully wont learn lessonand better gun control thenif something happened could end jailthat doesnt seem funhope turns life around better foster care,0,,
7811,56766,followed truly breathtaking amazing woman follow,0,,
7812,42055,see support gun control,1,TIN,IND
7813,45622,prosecuted fullest extent law tragic waste beautiful person incompetency hasty judgement ruined family friends lives know devastated little comfort loved ones,1,TIN,IND
7814,64745,swear niggas make wanna turn phone,1,TIN,GRP
7815,26181,youre part problem regressive liberals draintheswamp url,0,,
7816,36762,,0,,
7817,84385,job description charge big door thats likely point entry antifa hackers doxx equipment quite cumbersome,0,,
7818,18105,nothing opportunity liberals crate false headlines cherry picking statements distorting meaning stall tactic deflection reality,0,,
7819,30765,tuna beef brisket thought liberals vegans,0,,
7820,42735,stopkavanaugh believe women except support kavanaugh url tcot maga rednationrising,0,,
7821,78670,conservatives gun person believe need become one nov elections dont well dishonest dems think violence get worse conservatives need able defend loved ones,1,TIN,GRP
7822,84691,yes,0,,
7823,98344,encore say every western country thats eliminated mass shootings effective gun control lying would fitting,1,TIN,GRP
7824,39642,libs conservatives simple,0,,
7825,53564,anarchist nefarious treason invading free america antifa,1,TIN,GRP
7826,13230,even obama trade rep acknowledges trump cleaning old global trade mess url maga makeamericagreatagain makeamericaamericaagain makeamericastrongagain makeamericasafeagain makeamericasaneagain,1,UNT,
7827,10734,myths democratic socialism debunked url maga kag,1,TIN,IND
7828,57671,state level crime alleged offender juvenile silly liberals crime committed kavanaugh probably one liar ford democratsdividinganddestroyingamerica democratshateamerica,1,TIN,GRP
7829,44764,thank explaining succinctly second referendum would used rewrite question manipulate answer order clingvto power peoplesvote url,0,,
7830,63834,demension,0,,
7831,85121,wasnt aware big money sensible gun control,0,,
7832,67478,cfb tbt scheduled tonight check url,0,,
7833,75100,gop blood hands gun control,1,TIN,IND
7834,34193,thing fascist left antifa anarchists socialists democrats folks right embrace authoritarianism fascism look trump attacks institutions rule law fluffs putin,1,TIN,IND
7835,14922,whats definition mass shooting headlines nationally locally one gun death every single one makes headlines australia tell mass carnages happened gun control imposed links reputable sources please,0,,
7836,83216,keep banging nationalist nonsense democrats win midterms raise taxes youll able get page everyone else universal health care gun control save countless lives trumpsters like learn eventually,1,TIN,GRP
7837,94359,dont liberals understand allegation drunk teenagers dont sex federal crime golly moses wrong people,0,,
7838,30516,bull,0,,
7839,31832,guess need double donations protect constitution bill rights fast company gun control groups donations hurt everyone agrees truth guns url,0,,
7840,63384,dick durbin figures lies often enough people start believe right leftist dictatorship playbook,1,TIN,IND
7841,22088,roeselare conservatives wrong wrong left url,0,,
7842,40932,another liar broke oath,0,,
7843,88928,sexy,1,TIN,IND
7844,21615,think racist touch reality treats presidency like reality show starring empathy suffering narcissism ability tell truth may mentally incapable president country url,1,TIN,IND
7845,33684,fired arrested clearly using drugs job,1,TIN,IND
7846,22963,well osuna hes ass really sure went claiming punch women sir asshole completely wrong tweet nothing osuna clear fact giles punches sucks,1,TIN,IND
7847,40326,antifa telling people back sleep horrifying,0,,
7848,54590,would interesting study people gullible victorian timeswith rising antifa,0,,
7849,16379,liberals take athlete berating official turn sexism sjw issue liberals ruin everything putting politics everything,0,,
7850,46169,ive already listened like times fucking well made,0,,
7851,98709,kick absolute shite car,1,TIN,OTH
7852,85350,correct one lrt line doesnt overall plan transit plans need start usually back bone line expand upon tie parts start heavily used corridor funded ont government,0,,
7853,34349,good example cant ban someone couldve used gun control pussies,1,UNT,
7854,54287,well opening night,0,,
7855,16279,gtnew peoples army philippines helped antifa usa vice versa suggest send philippine government contingent need know,0,,
7856,86153,wont hes grotesquely fat looks like never takes bath could time,1,TIN,IND
7857,34896,thanks open borders gun control texas,0,,
7858,11903,lol year old home today well tears receiving star week award miss,0,,
7859,49059,tbh could stop spreading rumors false news hurt enough dont need shit,1,TIN,OTH
7860,32450,shit hurts,1,UNT,
7861,63195,obama done nothing fix problem office going telling stories trump able restore hope gun control,1,TIN,IND
7862,28502,preach gods people deserve better url,0,,
7863,66981,disgusting need ousted get politics schumer corrupt kind politicians americans tired led country thrive brett kavanaugh voted americans stand,1,TIN,IND
7864,69677,kidding,0,,
7865,77378,ultimately defense kavanaugh republicans conservatives media public manifestation americas rape culture latter neither colorblind race neutral,0,,
7866,69703,fuck,1,UNT,
7867,75568,oops guess liberals call racist nazi along names book,0,,
7868,16718,thought krebs trials couldnt say one way effective usual giving money friends,0,,
7869,93456,even chris evert said people normally wise stop first warning second warning serena kept going sucks ended way keep arguing making comments second warning expecting,1,TIN,IND
7870,48024,awww look cute,0,,
7871,78271,raise hand youre boomer going fall next resistance grift url,0,,
7872,80586,wonderful fremino,0,,
7873,11604,going shake church ground,0,,
7874,92656,telling senator cory spartacus booker stop taking money big pharma aarp stops biased towards liberals remember customers republicans,0,,
7875,84884,fools respect,1,TIN,IND
7876,40794,reported inciting violence trump supporters making lists target trump supporters antifa,0,,
7877,15375,fucking league football hahahah url,1,TIN,IND
7878,54929,guilty old perv,1,TIN,IND
7879,77963,yet liberals keep piling people countries like ideals like preach upon womens rights respect doesnt make sense double talk,0,,
7880,26677,antifa brain child democrats democratshateamerica democrats antifa,0,,
7881,64773,noticed twitter block anything certain billionaire buys people accuse conservatives wrong,0,,
7882,44712,love way leona alleslev seen liberals undoubtedly seen destruction choice service country trudeaus father started destruction hasnt changed juniors goal destruction either thank joining,0,,
7883,91115,thank,0,,
7884,72921,good head case get passrusher,0,,
7885,97841,sod tell gone monday enjoy panic follows,0,,
7886,56033,liberals backed ndp corrupted ontarios taxpayers hedgefunders ontario usa beginning process expose crimes way,0,,
7887,65536,reans arcane gale broken gonna able use scratch sen demon form gonna cool using every battle,1,TIN,IND
7888,89481,condemn antifa attacking peaceful protestersthere time joe biden viewed someone could bridge builder succumbed caved evil ways demoncrats went dark sidewhat would son think,0,,
7889,54783,gun control keep terrorists shooting,0,,
7890,79633,youve selected liberals cheating voters changed mind election alleslev,0,,
7891,28186,mine dhudbe reason lock screen haha,0,,
7892,13184,places promote blog free massive traffic one bloggers expect blog url,0,,
7893,18183,say half hearted apology goes away let conservative say anything close ruined life mentally deranged liberals totally disgusting jerks,1,TIN,OTH
7894,66259,spartacus,0,,
7895,90341,beginning sound like stuck record brian dont find something less boring instead,1,TIN,IND
7896,20074,liberals stop nothing,0,,
7897,88101,sure really low carb diet hospitals dont carry low carb muffins lol,0,,
7898,53349,better check history look back nazi germany compare antifa direct match democrat party step behind,0,,
7899,19819,kerry needs prosecuted colluding iran needs done quickly revoke security clearance amp remove passport traitoralways,1,TIN,IND
7900,64579,someone tell voters least citizens cant imagine adults critical thinking skills could ever vote,0,,
7901,64459,forevaaaaaaaaaaa url,0,,
7902,68339,things mentioned mean nothing love country freedom country mean anything world maga kag url,0,,
7903,79379,metoo movement extension democrats kkk amp hate group antifa another form lynching oppose agenda metoo people jump ban wagons name justice perpetuate mass bullying threaten expose,1,TIN,GRP
7904,83935,cant tell story car rain yes whore life fuck people money exceptions,1,TIN,IND
7905,86459,adorable,0,,
7906,93943,face jury instead pope,0,,
7907,95600,trump may one started mess stop doesnt part problem,1,TIN,IND
7908,98215,girl fine lol,0,,
7909,19520,traitor thinks,1,TIN,IND
7910,92761,part hey potato yeah inkling girl sidekick good question really strange isnt yeah sidekick,0,,
7911,15209,right,0,,
7912,79710,wonderful see president ground new burn handing hot meals spending time hurricane victims rare site see president cares much american people love thankful service country maga,0,,
7913,24910,political hit job slap face women really abused liberals know hit leader told lie whatever regain power pathetic,1,TIN,OTH
7914,54165,like mother spoiled rotten bad heck kid still loves brat bad things happen brat deserves itshe still sympathizes child norm realize livelihood depends,1,TIN,IND
7915,67668,proves antifa members larpingyou clowns john wick imagination land,0,,
7916,70659,eight years republicans denied obamas picks breitbarters outrage phony fake president,1,TIN,IND
7917,67293,great comedy cnn news much maga licensereporters url,0,,
7918,28645,voting absentee first time midterm maga,0,,
7919,15435,got ass lmao,1,TIN,IND
7920,23577,liberals trough america getting free ears,0,,
7921,25835,indeed danikaharrod follow cutest shitposts tdp sometimes jhdsfhjsg,1,TIN,IND
7922,83062,curly fry horsey sauce arbys fryfrosty wendys fast food,0,,
7923,31334,dont even understand saying wow,0,,
7924,55703,yes dickey amendment none funds made available title may used whole part advocate promote gun control provision states research want stay politics around gun control,0,,
7925,65553,grade football looking parent volunteers help assist concession stand interested email darellmaddoxuser,0,,
7926,91306,went high school dumb liberals prevalent area,1,TIN,GRP
7927,90653,really several shares nike capitalist socialist believe free markets use liberals advantages hand keep standing representatives lead golden path higher taxes wealth sharing,0,,
7928,76485,course shouldnt cause obviously complete want delayed time vote theyll come another plant accuser every supposed victim apparent rape liberals come always look like lesbian art teacher lol,0,,
7929,42031,hate mongering solution nfl kneelers change playbook losers,1,TIN,GRP
7930,39058,well wouldnt rush didnt sit allegation since july hey dont let facts get way good slander conservatives right url,0,,
7931,73300,totally dodged question making millions dollars stormy daniels still strip make living unethical,1,TIN,IND
7932,12476,trump declassifying information nothing subject investigation fbi doj repeatedly said much back quackery,0,,
7933,38563,registered vote register also day registration connecticut cannot november,0,,
7934,89384,shittedshat ytd lost believe,1,UNT,
7935,25214,dont pigs job dont slobs life outrage bill clinton keith ellison harvey weinstein protesters hypocrites maga url,1,TIN,GRP
7936,11886,maybe consider instead theresa may isnt real name shes annette johnson mediterranean conservatives terrorist org sod chequers url,1,TIN,GRP
7937,16580,common sense tells lying story stinks justice metoo movement force give platform answer questions taken seriously dace consequences proven without doubt lying,0,,
7938,45784,yes cakefriend,0,,
7939,45093,feeling okay coming across slightly hysterical,0,,
7940,12706,says man stands sensible gun control hypocrite,1,TIN,IND
7941,22746,come realistic gun control instead things like never pass america,0,,
7942,99124,love video articles diagrams stories long great job teaching fact love see,0,,
7943,43329,antifa soy boy tough imagined never turned like video games played url,0,,
7944,95036,mehn sweet,0,,
7945,78922,ford conservatives hates displays democratic freedoms hence attacks canadian charter rights freedoms hate minorities constitutional rights conservativesattackondemocracy canada thecpcisapoliticalhategroup,0,,
7946,99693,proves liberals care issues republicans control,0,,
7947,29523,outrage something credible instead perceived demagogues partisans maga url,1,TIN,IND
7948,88860,hes people love david gilmour think roger waters bit dick obviously,1,TIN,IND
7949,93121,lying outright lying,0,,
7950,18205,advocating ridiculous fam,1,TIN,IND
7951,31311,thats messed walkaway congresswoman waters zero control demon within thats happens amp stupid greedy folks willfully submit souls devil satan defeated americafirst maga,1,TIN,GRP
7952,47068,bearing vote abortion gun control presidents legal issues,0,,
7953,79564,cant tell conservatives didnt connive keep wrap till time final potus votedirtypolitics,0,,
7954,32545,fucking hilarious,1,UNT,
7955,58234,revenge lies like kavanaugh maga url,0,,
7956,96780,lord master blah blah blah liberals top dramatic everything url,0,,
7957,54789,fucking puy little chinless donny,1,TIN,IND
7958,74889,violating conservatives freedom speech censorship important thought today used conservatives say tomorrow depends holding power sounds like communism,0,,
7959,18683,everyone else get attacked antifa type groups never jail also gets extreme negative media coverage insights violence except liblabcon stitchup,0,,
7960,28797,adorable,0,,
7961,26246,cares sick head,1,TIN,IND
7962,31729,youre talking kavanaugh uncorroborated accusation even conservatives seen havent dismissed,0,,
7963,85068,much trump mental president responds badly opposition well praise graham needs get mueller investigation amp judges trump asked step pence president amp pardon whole family new judges place end,0,,
7964,43081,ummm theres video coach literally admitted lmao maybe read strong shitty opinions,1,TIN,IND
7965,58164,hyperbole libel shit fact checking must antifa,0,,
7966,95913,trump blame immigrants coming liberals noticing likely thinks head starthiv wasteful spending comgress longer pass broad budgets need itemize every forbid diversion without congressional permission,0,,
